verb,beauty,life,sacred,good,love,magnitude,spin_magnitude,polarity
mar,-1.9559078632538702,-0.5016214634844399,-1.1500746684835113,-0.5365369998238404,-0.9975082498566017,2.585104652807309,2.373216412051024,-5.141649244902264
look,-0.9235288107411915,-1.2035533642941956,-0.9719302476548463,-0.8487597232472384,-2.6777754984386437,3.337209801484525,0.9071905454818726,-6.625547644376116
suck,-0.8162921239558675,-0.9742300758763965,-0.9124399861905936,-0.9425281874106864,-0.8946318626287368,2.0338951188466523,0.2936087727807205,-4.540122236062281
order,-0.9051426742215578,-0.8051081055681977,-0.9626990058053192,-0.8310470450873817,-0.6822034277974565,1.88422727030849,0.8990473849827622,-4.1862002584799125
represent,-0.8958417396987312,-0.9878106396616783,-0.9667216589834131,-0.6414265105136494,-1.014919413829643,2.038220408425185,2.4037151452195977,-4.506719962687114
clap,-0.9519900758718961,-0.9302976624905298,-0.9986554918491017,-0.96697765136372,-1.2216706177776795,2.279600077507563,0.4230098488533128,-5.069591499352927
bite,-0.8512908880449548,-0.9654114171136322,-0.9940106662646819,-0.9711296996260184,-1.061224926569498,2.171189495018303,0.5970505322974854,-4.843067597618785
resemble,-0.6847336987865339,-0.5888285649703457,-0.8358642686882324,-0.765591078663868,-0.8582571698014201,1.6843347238877096,2.3746458077514463,-3.7332747809104
rack,-1.3468739504297957,-2.050310762103644,-0.9915348879065257,-0.845260286053713,-1.1188777132776495,2.994551282233988,1.2068150082883977,-6.352857599771328
acknowledge,-0.9747058127922341,-0.9954447684845705,-0.032758953689895454,-0.7956859430929598,-1.2196531212978912,2.015615219720408,1.2654821943161425,-4.018248599357551
earn,-0.9790547012290607,-1.0923193684433339,-0.8502849620172818,-0.49452925860831587,-0.5751736154300049,1.857438586552571,1.427062766237487,-3.991361905727997
smooth,-0.9566789412939026,-0.9888260968765056,-0.9983460172324262,-0.8021513159317135,-0.844413836296041,2.0606280298205863,1.0048892277629458,-4.5904162076305886
part,-0.8925101934453098,-0.9837153525694935,-0.9711816648888576,-0.9265802911532448,-0.7336542693184985,2.025898267274024,1.07546517572616,-4.507641771375405
attend,-0.8320760343607989,-0.9787048525315961,-1.1079023112333786,-0.8184137972028225,-0.9874765748740805,2.1266340484295214,1.3890015628574823,-4.7245735702026765
exit,-0.941092093861064,-0.7028697370507412,-0.9600473406010586,-0.9268481799073389,-0.9104686392847595,1.9973411787432145,1.6430868850509008,-4.4413259907049625
tip,-0.927471097951432,-0.9684755179787394,-1.0030339726391113,-0.9078982723674078,-0.9260248621454918,2.1180240638403807,0.3341637115572588,-4.732903723082183
report,-0.9449825205850193,-1.0080658068469714,-0.8295618554469978,-0.7642184490048396,-0.9868306565447141,2.0384371684341294,2.4321662326615954,-4.5336592884285425
rest,-0.965362134328583,-1.0328123336832205,-1.0062869722402488,-0.9528864416433117,-0.9444287859061773,2.1934395683081704,0.7160668355665729,-4.901776667801541
assault,-0.8231497913939068,-0.9003449913371797,-0.9623667322203571,-0.8384447437599265,-1.0365751564154073,2.0473944546712395,1.1365644338751726,-4.560881415126778
dig,-1.0260301551696316,-0.9868917686466608,-0.9995131787693352,-0.8506643404038431,-0.6012575365498498,2.027525655119124,0.4424740688149755,-4.46435697953932
purse,-0.8900323320414417,-0.972591904552616,-1.007181331390296,-1.0006775933716099,-1.034356083204388,2.196304840389754,0.4046784585691518,-4.9048392445603515
owe,-0.9716269960019643,-0.9494634272839018,-0.7696082561760325,-0.626634339570606,-1.0337373243808636,1.9746189856352045,3.161768619368402,-4.351070343413368
believe,-0.988314987043866,-0.9769408168360495,0.4354433688381454,-0.7778741464238759,-1.000196330524343,1.9303553268634126,2.4992434296583217,-3.3078829119899886
utter,-1.0225211574693027,-0.9962640695462562,-0.8817703500268561,-0.9797723556680313,-0.9597324231225709,2.167175755874848,0.6218801166094089,-4.8400603558330175
fall,-0.9477494283566046,-0.9783421098753204,-0.8456770488686622,-0.9073200111819391,-1.0599475799271232,2.1253871197439147,2.5082342295426088,-4.73903617820965
bar,-0.9691788329788855,-1.0084036346449068,-0.9570840081043188,-0.8080841304665154,-0.9860890437326935,2.1207467701990925,0.2652507259309986,-4.72883964992732
grace,-0.8499039756186966,-0.9818477968264422,-1.013109359563804,-0.933024080084289,-0.7847112916593251,2.0491603606394415,1.4683924315136256,-4.562596503752557
cradle,-0.708752453440078,-0.8736843892489401,-0.9945037731784152,-0.9635324086295278,-0.8664760171832675,1.9833979928329881,1.4372749318805973,-4.406949041680228
repeat,-0.9729950053395396,-0.9114146806518505,-1.0106839785222355,-0.9710483749648546,-0.9816135228528782,2.169188364281549,1.0424656736457247,-4.847755562331358
crush,-0.9722432024958277,-0.9569540327778945,-0.9823250496457926,-0.3611680832605967,-0.5175703978681792,1.7956341136006484,0.9384567127983726,-3.7902607660482905
attack,-0.7361261373280394,-0.9020741899795378,-0.7162129185197316,-0.5633356871799522,-0.8773280715914801,1.719195195605265,1.2122703241841675,-3.7950770045987414
solve,-0.9929168979839117,-1.010004471400555,-0.9814536614578661,-0.963078570681117,-0.9934186619676293,2.2098971151143885,0.24116365324852124,-4.940872263491078
discover,-0.9080416034814706,-0.4663837237656403,-1.0006534780820975,-0.8642107706918227,-1.0738458636762234,1.985791003544631,0.7893133846123246,-4.313135439697254
rent,-0.775607734615727,-1.195418056173948,-1.074568609479658,-0.9423758250208273,-1.5417645546698386,2.539763674266064,1.6686689427344303,-5.529734779959999
melt,-0.7180017909370904,-0.8876414467686825,-1.0856731951085004,-0.6808787740366934,-0.9413813366736723,1.9575277577492458,1.2522570557854948,-4.313576543524639
massage,-1.026848440012842,-0.7037254246274354,-0.7007160813337976,-0.9933885352257208,-0.902989307656848,1.960321578293766,2.0815525625618014,-4.327667788856644
involve,-0.8068400432541134,-1.2523901001936655,-0.9392836178701611,-0.8561913859835707,-1.0671462639991058,2.2301547864353215,0.9709887939414842,-4.921851411300617
ease,-0.9712424167092095,-0.93502133139714,-0.9845517019425345,-0.8795521408391485,-0.9957784065571585,2.1335663522377293,0.7935710591251182,-4.766145997445191
flee,-0.376597186123795,-1.1885365834588733,-0.9456657834466278,-0.9215200692818041,-0.9200811849102035,2.0357988726082645,0.7455008820412639,-4.352400807221303
soften,-0.7993764965257275,-1.1896305078024096,-1.048884019567999,-0.802793750644341,-0.9746662516289895,2.1791818012582613,1.8801861315561106,-4.815351026169466
regain,-0.8725879930029201,-1.0106250116986206,-0.7664712644101848,-0.9033074102050267,-0.7277871749883134,1.9276642260463908,0.6450153917889337,-4.2807788543050656
mention,-0.8028749072954408,-0.9844055521069235,-0.745866410660833,-0.9277461151159447,-1.0209613121786094,2.0181808554769987,2.3241237677485302,-4.481854297357751
smell,-0.9335003449352554,-0.9946320830604772,-0.93352326595309,-0.9652354674135508,-0.5985488804074574,2.005522832708036,0.689068631201773,-4.425440041769831
trigger,-0.989250897711018,-1.0060622613837455,-0.9270175894594256,-0.682763438665098,-0.9518803194182872,2.054843614303396,0.43492382644195515,-4.556974506637574
treat,-0.450948172252845,-0.46353475168910097,-0.7025158152419944,-0.7190217882142954,-0.4336295257728403,1.27152431683222,2.8588081174826474,-2.769650053171076
recognize,-0.9230930346565492,-0.9834275535866049,-0.7768218836414726,-0.8057003926573184,-0.23609615792913252,1.7684957622810726,1.1002623545319314,-3.725139022471078
flutter,-0.9433600267675276,-1.039041998802469,-0.9879061224600898,-0.9430329588365467,-0.993795010574791,2.1960042364867496,1.3794288506714156,-4.907136117441424
prepare,-0.9134005620576948,-0.9438055275313358,-0.9943804226106971,-0.8141945359568281,-1.067464529593061,2.1251482653590865,2.000195823255965,-4.733245577749617
shrug,-0.9345271623933388,-0.9987010991917973,-0.9961155018341934,-0.9566274697890526,-0.9614217639882753,2.168515372322172,0.5744046895667768,-4.847392997196657
loosen,-0.9804219582515934,-0.9977873843264089,-1.0592627552257166,-0.8185714390427328,-1.0098463040821246,2.1837337804402854,1.1107365294999132,-4.865889840928577
think,-0.8710644440197276,-0.9505683981470537,-1.000398202731198,-0.6505165341630191,-1.0582814313027027,2.0509172236535114,1.396802114646222,-4.530829010363702
question,-1.0935818980211442,-0.8049169034330875,-0.29877089430540593,-0.5241436446282763,-0.5782740810499571,1.5944290857276395,3.8918948096607333,-3.2996874214378717
undergo,-1.040517305629922,-0.9992595032966158,-0.8760000580344175,-0.8052326131104263,-1.0574837832210913,2.1483117634348354,0.5328012689843271,-4.778493263292473
sign,-0.8598480576694114,-0.9885416051250975,-1.0627666276203989,-0.732645965631974,-1.0202089084525747,2.103240932458191,0.5984417773894282,-4.664011164499456
scar,-0.9768661228996,-1.2079926110384376,-3.397828809845193,-1.0032846278500513,-1.0000016667812806,3.9956648469875344,3.5914229693279016,-7.585973838414562
breathe,-0.9836128562626846,-0.9562339604553699,-1.05821451169985,-0.845266546572077,-1.0025197055114448,2.172836138690212,0.30694342640753397,-4.845847580501426
conjure,-0.8959854400180277,-1.0297099185560505,-0.6706045783708965,-0.8685025929202381,-0.8498283930397652,1.946614491149889,1.9734559738512876,-4.314630922904978
heat,-0.6060276742409221,-1.021847431673332,-0.9712249835267783,-1.0217760860110627,-1.0298066533614456,2.1116931115674515,0.44398844133247606,-4.65068282881354
brighten,-0.7055390046295726,-1.9358520354098327,-0.9920076859115452,-0.8324732530650112,-1.0048308155993324,2.6328851710639265,2.1215265354244606,-5.470702794615294
rear,-1.0286644248799381,-0.9665432099505273,-0.9951632466701903,-0.7928778952315594,-0.9983954398965941,2.1466613553123226,0.4828793057334988,-4.781644216628809
near,-0.983725928631658,-1.61925772961838,-0.9989168170478208,-1.05513322566261,-0.9587841549785578,2.572959440937064,1.1956625517091959,-5.615817855939026
sit,-0.8807485587864811,-0.585982980502342,-0.8197928446696601,-0.8306360343365208,-0.8900302170220336,1.809216513899051,1.2297573148740841,-4.007190635317038
suggest,-0.9385703298771902,-1.012579330786485,-1.0066160551116305,-0.6702447310745371,-0.9557025810632414,2.0693241579449086,1.6508009384366014,-4.583713027913085
issue,-0.8063168043740595,-1.005651768299797,-0.4823693821979619,-0.9491812019400865,-0.7861256069815802,1.8474579597520298,1.5559932347663799,-4.029644763793485
swallow,-0.7052425424290891,-0.9274793610135369,-0.29536057685726724,-0.7313639474615783,-0.9230527141485736,1.682778183796965,1.9016145452272089,-3.582499141910045
present,-0.7693196316645361,-0.9881907063797088,-0.6234449547985144,-0.8819729533304628,-1.0190600140816999,1.9425284508109684,4.09104943295927,-4.281988260254922
ruin,-0.8077560401344483,-1.028782572541082,-0.9176615945177288,-0.7993972789953734,-1.05085163712612,2.0727497140047095,1.29629005096914,-4.604449123314753
unlock,-0.9792520154445655,-0.8962241017658105,-0.9888638965786718,-0.8675268294532004,-1.1538396555790678,2.1963498598590516,0.8818864395344475,-4.885706498821316
allow,-0.7222312457997635,-0.8156081912431714,-0.9245139485628443,-0.8258936985747857,-0.896337282832339,1.8780526246781524,1.4758031135428638,-4.184584367012904
wrack,-1.0376092388079732,-0.32840522774249115,-1.0143718080667867,-0.8830237357148011,-1.0949748889766946,2.0474701503060277,2.3782646534195373,-4.3583848993087475
slice,-0.8856485864594089,-0.6997643945795913,-0.9650378329418586,-0.8948322090332348,-1.2498297491944657,2.1373209234747153,2.1743013928882644,-4.695112772208559
clamp,-0.8634043967609675,-0.930081236060255,-1.008719073611897,-0.9804145815714076,-1.018694352675038,2.151042389962559,0.5189556771333411,-4.801313640679565
describe,-0.6518437605867977,-0.8989871085384772,-0.9348138377139757,-0.7938636137425575,-1.0513779384276118,1.9602474403382164,0.4506924938547129,-4.33088625900942
fan,-0.293735844811261,-0.9783416059610881,-0.7276174340639913,-0.7955038013900373,-0.9917277673793454,1.7858360611916744,2.843970582271725,-3.7869264536057234
color,-0.8948130188244505,-1.1817279379389258,-0.9986755145698473,-0.8955574104062912,-0.9822376107030116,2.227406078957684,0.8452324367019716,-4.953011492442527
lend,-0.8970866825225146,-0.9462833996039668,-0.88568332628069,-0.9204618166106355,-1.0958273899196094,2.1290231015921584,1.4795564615885568,-4.7453426149374165
chase,-0.40894724968190554,0.04779452483027935,-0.9234073452106554,-0.8876536572679934,-1.06626589449549,1.7166989450222916,2.5676371905471314,-3.238479621825765
abandon,-0.8294672262692661,-1.0480670354801713,-1.017625112777636,-0.5955014625179991,-0.7987212434261758,1.9530998123577947,1.2032699380385499,-4.289382080471248
forget,-0.8710605643277551,-0.9859838028456562,-0.44290360222890834,-0.9613134175349161,-0.9052512057871958,1.9159011977083118,1.7928197711350407,-4.166512592724431
radiate,-0.9631574787774343,-1.0006971848220632,-0.8338560054776782,-0.3179344610654047,-0.3631225010535575,1.6903618827964726,0.7511271410035784,-3.478767631196138
convey,-0.9608884385968544,-0.9937232652190641,-0.4819444515706437,-1.024411852086663,-0.8199674893550977,1.9659169107470937,1.447588086060876,-4.280935496828323
overlook,-0.862240009857449,-1.0181693599916473,-0.9838668773451958,0.4885487601133316,-0.7726393012210481,1.8930853370520264,2.516602135885346,-3.1483667883020083
control,-0.917126065087882,-0.9339846891617448,-0.9707389313879886,-0.8657396094684691,-1.0056351869663924,2.1015681983775796,0.8120023233426812,-4.693224482072477
thrust,-0.7699058158952216,-1.016944935903524,-0.9740762361641295,-0.7748906871315858,-0.8316786847519904,1.9666981195757645,1.2411874015228286,-4.367496359846452
scream,-0.9089642708615556,-0.9976520472985001,-1.0256466907459796,-0.5839555542130885,-0.93816324797831,2.0235194974532553,0.790517625806715,-4.454381811097434
lace,-0.8983370803457797,-0.9918777151093593,-0.9788827984297191,-0.9692660701860513,-1.006345088813841,2.1682365178434733,0.2838913677806108,-4.844708752884751
separate,-0.6637947735100986,-1.1773794057000957,-1.0005158327530588,-0.8749275567324295,-0.8236215544485561,2.0668160035130403,4.384350168460823,-4.540239123144239
greet,-0.753935662463266,-0.9851657804188356,-0.9059983907552485,-0.9424904119575583,-0.9622837912651956,2.0430570118469342,1.8305737314747004,-4.549874036860104
ignore,-0.8595036679584971,-0.9784967333861257,-0.8524924894965117,-0.8061146327030584,-1.0048859227455471,2.0205351706712618,1.0991410468732539,-4.50149344628974
pop,-0.9119508723680781,-0.9798362357826932,-1.1829982057629285,-0.8891186887430783,-0.9847499406403329,2.2251927300050562,2.5721022997480243,-4.948653943297111
widen,-0.6626874717444042,-1.0484001813371426,-0.9518361101469028,-0.9384223424840155,-0.9538961606121106,2.057873656014393,0.6953644414361357,-4.5552422663245755
examine,-0.3404505207236159,-1.102243630212865,-0.9922551330916756,-0.9451347934099458,-1.0967117638252184,2.100350993805387,1.3967862277845384,-4.47679584126332
pack,-0.9832191916949091,-1.0030081193714218,-1.0271799472620264,-0.8056622243484465,-0.9582561343763516,2.143639510111577,0.8640060832308283,-4.7773256170531555
launch,-0.9664958112796355,-0.9788892713699751,-0.502868979269778,-0.9804755427714061,-1.0852809867615112,2.0698750395458836,1.0848203453113499,-4.5140105914523065
afford,-0.898074237640084,-0.9906695007615541,-0.6989112225006626,-0.321544299700952,-0.9096998248745387,1.7909173071463342,8.913113481053058,-3.818899085477791
spit,-0.9743560318528423,-1.0161745195579723,-1.1844795199343339,-0.6522758849315868,-0.3645060675841938,1.985774551030338,1.2300792733799133,-4.191792023860929
patrol,-1.039047840987065,-0.8977914393921134,-0.7817357753735635,-0.9787513330133956,-2.249763942391815,2.9182447935987845,1.5950704938648965,-5.947090331157952
whisper,-0.8403767795648791,-0.9603348343314311,-0.8926669479614979,-0.4223007128286952,-0.9962046169141113,1.8963364512822416,0.8236870556464853,-4.111883891600614
bark,-1.0288220782963757,-0.9730902102305314,-1.125345501164426,-0.7208431469115448,-0.9396123846709437,2.1620055964090246,0.985918339707782,-4.787713321273821
visit,-0.8945881177531609,-0.678245134663529,-1.057960428148742,-0.9454255147561277,-1.0932630453029684,2.1139153532782644,2.6262625528581203,-4.669482240624529
cool,1.420865928670353,-0.6501153852730198,-1.0955300065546958,-0.848093983748481,-1.0699204778204106,2.346420514489359,4.4827764498340485,-2.242793924726254
smile,-0.8965753845481005,-0.9973192805430591,-0.8630854749029742,-1.0038941350376325,-1.0656028097627812,2.164883943089394,0.9579006246305313,-4.826477084794547
overcome,0.45886949010338096,-0.8878178432905413,-0.999043148632748,-0.8895671796686704,-0.6755965118127994,1.80128547392137,4.514860256755979,-2.993155193301378
incline,-0.9571398747861865,-0.9438405827885229,-0.9941158505611718,-0.8644953077130024,-1.0010447759617833,2.1318210268452256,0.8395918649343425,-4.7606363918106664
decorate,-0.9159462045895387,-0.8580828741677519,-1.0052815008619815,-0.9648814623193469,-0.9802151546257841,2.116051169112614,1.148826238293889,-4.724407196564403
protect,-0.441061703717317,-1.0928927659642453,-0.7062242399542649,-0.7397749573433848,-0.871517324516099,1.7873198191499153,1.3784256311151213,-3.8514709914953107
haunt,-0.9063598552979024,-0.9910377678292666,-0.6318777233376608,-1.0653688876019243,-1.1413169646454648,2.154188659859608,2.9058920521881224,-4.735961198712219
wag,-0.9936595187751923,-0.9777508707782165,-0.07691041877266924,-0.7878434046353917,-0.9349536810751672,1.8558304968556223,0.8893006301859613,-3.771117894036637
spin,-0.9282895459764982,-0.914607379122517,-0.547809933250196,-0.7913980188311025,-0.9681665737027867,1.8873211705291137,1.3376506374643442,-4.1502714508831
detect,-1.0073605818820033,-1.1235694530536124,-0.8593868120407346,-0.18269246657100136,-1.8398896175214356,2.536592141531498,1.5677294581621872,-5.012898931068787
resume,-0.9835926382948753,-0.9872798748246335,-1.0198665548625132,-0.8417068063717716,-0.7408338206204821,2.059031062596302,2.3238095827683307,-4.573279694974276
expect,-0.5844535819879018,-0.8971735553144498,0.12639813801332944,-0.8882289201959195,-0.3437765821680827,1.4386159391119206,2.8711846042615328,-2.5872345016530245
glance,-0.968198787769323,-1.0224940114481205,-1.0177070531671135,-0.907874454494398,-1.4223743126403363,2.4219858076656675,0.6916103522838026,-5.338648619519291
outweigh,-1.0794630378834895,-0.7618665862900045,-0.9216366438902032,-0.20955096624433622,-0.8181891507607237,1.8189118567702842,2.6455958700585,-3.790706385068757
soothe,-0.7201152378720963,-0.7947332787872432,-0.857059308956487,-0.8253208371285304,-0.9627202158155191,1.8688772826044242,0.7252467329035275,-4.159948878559876
suffuse,0.10280149267827965,-0.45306459726647197,-0.9526552366496613,-0.9307739506939902,-0.9636142686652999,1.7082974805855666,1.1805849032017717,-3.1973065605971436
risk,-0.9827094696542831,-1.045682465169195,-0.999678143301563,-0.9218915011530957,-0.9288725263150567,2.1843109256574738,0.5828199763867008,-4.878834105593193
heal,-1.0449203749767908,-0.964440665239728,-0.9603709230567788,-0.8065405989011356,-1.0072911696314526,2.1469652849442906,0.45872431054071683,-4.783563731805885
yield,-0.7922654698164269,-0.7706437841021854,-0.9000605508313241,-0.879291462796093,-0.9801452459826687,1.9404957076917448,1.9745409522238127,-4.322406513528698
pump,-0.9599756720824323,-0.8985904410151264,1.3532234385014124,-0.8921106525528004,-0.3575682015859881,2.117533513634928,0.9415982317729414,-1.7550215287349347
prove,-0.9265622164923082,-1.007388950631618,-0.7081048956081722,-0.6074557990492861,-0.9717319444244601,1.9204239380104646,2.3061242575459215,-4.221243806205845
feed,-0.791121477915663,-0.9092569369480077,-0.12803975700606007,-0.7264979988859745,-0.9362759573523669,1.6951187451866385,0.7086364953361558,-3.491192128108072
bead,1.1906366096502459,-0.8241644608085277,-0.3124216817794744,-0.0002019854528900744,-1.0060365969584977,1.790692485370706,23.855956815243285,-0.9521881153491439
sense,-0.9443488424816452,-1.0285413162004922,-0.9812362987193032,-0.7498886838442367,-1.0057893950119512,2.118127001534226,0.5033425927096475,-4.709804536257629
mirror,-0.9817514568192902,-1.0371863305978728,-1.4858979797096983,-0.5568771252352741,-0.7208532869929695,2.2532700254142006,1.870282736640649,-4.782566179355105
command,-0.7964287531107599,-0.9324779435125196,-0.7758187507793595,-0.9167225844776081,-0.9619461410920365,1.9675947965048364,2.9459669764849092,-4.383394172972284
punch,-0.9631499824060769,-0.9888188899989531,-0.9453091077602725,-0.9001282869020968,-0.872765394352353,2.0906889681400322,0.8987007800611356,-4.670171661419753
snake,-0.6216145641261327,-0.7511168748691337,-1.065956439853548,-0.6321961840918107,-0.9917846296106837,1.8628347013152815,1.1673891593594385,-4.062668692551308
wind,-0.8683736190013611,-0.9048131969637123,-1.0341794964782602,-0.9075274401337662,-0.9528749285982627,2.0913783920324254,1.8219882301972647,-4.667768681175362
tie,-0.8871672522778984,-0.4419858470119987,-0.804874398690949,-0.9273376356495459,-1.4843171147602767,2.1664238753770486,2.3903729573419326,-4.545682248390669
head,-0.9801578915454974,-0.9924721505989944,-0.9892913419540598,-0.8775803922399563,-1.0049774443322912,2.1689939672114056,1.0486448113951663,-4.844479220670799
maintain,-0.969547501725921,-0.8750690342439427,-0.5941054249458608,-0.7689436512450671,-0.7967387827015728,1.8124007435985516,1.902070940296414,-4.004404394862364
slow,-0.9540789240210841,-0.9823561023234877,-0.7378367906994557,-0.485746351661521,-0.810986085125287,1.8202585484382194,0.8446943604335512,-3.9710042538308357
shield,0.25242491811377676,-1.0361011474549673,-0.469755376542095,-0.873257809976971,-1.0078180032081208,1.7709235926794333,3.47271110732685,-3.134507419068377
dry,-0.6819981515923242,-0.720038212912406,-0.9884945347215413,-0.7639641072311673,-0.86807285167166,1.816009246934243,1.2571312756889235,-4.022567858129099
flank,-0.7631076324668924,-0.9574144459184262,-0.9040927347794939,-0.742060776630634,-0.5476375989267307,1.7795843585049491,0.4427772448005194,-3.9143131887221774
roar,-0.7769976080903025,-0.9955705304882437,-0.8936489014651969,-0.899313003908123,-1.0103234506578378,2.054996758438334,2.2596729954275516,-4.575853494609704
chop,-0.964999421513786,-0.8388686431688461,-1.153905082580515,-0.7657036913028792,-0.690755689428016,2.007452860958647,4.749439719701303,-4.414232527994042
crawl,0.03126989715559869,-0.9457795713395487,-1.0108155020539906,-0.9661461361833449,-0.9936494822771963,1.9590820384342638,0.3693966778887221,-3.885120794698482
feature,-0.10376105809575786,-0.9731543757532359,-0.9430113578838081,-0.24268426648320784,-0.859435648110109,1.6262200047237214,1.247070754452633,-3.1220467063261186
snatch,-0.904750567167695,-0.7914253379273558,-0.9891276252220212,-0.9432470906901527,-1.0178125014215724,2.0854156601086813,1.0689507982918223,-4.646363122428797
probe,-0.4685115663730529,-1.4885142864082552,-0.9919809283845503,-0.7642618202038987,-0.850543483895923,2.1741031205452686,2.291628146876916,-4.56381208526568
absorb,-0.903727349654712,-1.0512735265358086,-0.2269978651780329,-0.7067752083319786,-0.8372747136920408,1.7815687812164733,1.2504670698659541,-3.726048663392573
park,-0.9006322083268284,-0.977184469028244,-1.0002160683973742,-0.8837785380223131,-1.4521334369914873,2.3782800650393425,0.41574419342760194,-5.213944720766247
shove,-0.88744370456124,-0.8413963607386519,-0.9467013288004203,-0.8940229599569114,-1.1371391452382136,2.1175717364815103,1.3175210181512924,-4.706703499295437
descend,-0.9835081923266349,-1.2705292401738055,-0.8793592035870307,-0.9595210794160175,-1.000084045404656,2.2968792574186545,0.4362441307245805,-5.093001760908145
bath,-0.5054144491320681,-1.43884113888382,-0.8139288845197417,-0.9000932031719451,-1.0205013058516563,2.1999496601133353,4.648521101754971,-4.6787789815592316
devour,-0.12573028118610252,-0.9910464432252476,-0.7239676562806312,-0.33667212804908875,-0.5971087083638804,1.4113813286940224,1.314108313933162,-2.7745252171049506
obey,-0.8639433955321003,-1.0560128046834576,-0.6377588791501445,-0.7393299586158103,-0.9128725545969828,1.910037358513462,0.6816097261879125,-4.2099175925784955
exceed,-0.7066530259607253,-0.19381047321348988,-0.7049851838525982,-0.28645506255121833,-1.228310649713876,1.620101436065074,1.18896198992571,-3.1202143952919075
pose,-1.0015391325261194,-0.9944308445145865,-0.9615085820957963,-0.6103026217139902,-1.0030847847076614,2.072467241557757,2.13343945233086,-4.570865965558154
signal,-0.8387861295306773,-0.9806517324574714,-0.9824490937460647,-0.7858063644192373,-1.0459397166141995,2.08372928818024,0.8826463611094041,-4.63363303676765
threaten,-1.0327184375870293,-0.7023647862782382,-1.0408539484315487,-0.6353051699975016,-0.5655541000251132,1.8348473248153878,1.3778785079210913,-3.976796442319431
bind,-0.8795235454082725,-0.4856135047402331,-0.7318834559854026,-0.9590393511902712,-0.9767007917387791,1.8489825444750365,2.848064883567724,-4.032760649062959
clean,-0.9330312477933894,-0.6184803629901476,-1.061099358177301,-0.9594917883981813,-0.4640220806490646,1.8748168177240734,1.0227683191261259,-4.036124838008083
sink,-0.8437260398893949,-1.0056851303835532,-1.3584525097858726,-0.6320423891701584,-0.9546392202782411,2.208955195518219,0.4769097324547606,-4.79454528950722
rustle,-1.3334271931767847,-1.425696097806588,0.7097822676986045,-0.7796435833507673,-1.0118870987166262,2.43848065974549,23.136452491296605,-3.8408717053521615
collect,-0.9231279976883735,-0.6973680753486017,-1.0050507236197774,-0.7573871117894628,-1.172268524312223,2.072791166489798,0.9078561827775415,-4.555202432758438
clog,-1.308282281441047,-0.9094705668830597,-0.9637842682519161,-0.9612859976677174,-1.0182125052581912,2.329902751375097,0.5584562026299535,-5.161035619501932
shade,-0.9312019779544266,-1.0751193512305535,-1.0083743735384627,-0.6415449704021657,-1.0491631848577028,2.133579376975416,1.592683019211065,-4.7054038579833115
experience,-0.9628133232251378,-1.004541605689272,-1.118393057997151,-0.897854687056774,-1.643180265366668,2.587102778916432,1.4714141503168388,-5.626782939335003
course,-9.268973262313354,-0.3388913579265185,-0.9062302130960586,-0.7806132511127527,-1.018516634420602,9.407268417106506,2.460671699853423,-12.313224718869286
grant,-0.9814407063638464,-0.9686214709484412,-0.9938392314532334,-0.9842720229213477,-1.128626717895436,2.265338719820713,7.14395487497083,-5.056800149582305
nudge,-0.6480802226918265,-0.857775616303991,-1.0139796950602649,-0.5918495406140414,-1.036652967102045,1.8997044659343758,0.6203601721829082,-4.148338041772169
inherit,-0.9282352215885046,-1.0122822611223248,-0.7415314799187158,-0.9540192577492776,-1.0551491530925963,2.111799568595309,2.2799052795060897,-4.691217373471419
consider,-0.8797577402804918,-0.9962622390169922,-0.9204545688750642,-0.45955530022367275,-0.9517395203645895,1.9315144142421141,0.9174498071787193,-4.20776936876081
consume,-0.7760576762387594,-1.0775673814497462,-0.9634331881991427,-0.8778235370626803,-0.6356160633015342,1.966266113394956,0.5971176879882957,-4.330497846251863
